Company Name,Location,Job Title,Required Skills,Job Description,Experience Level,Salary Range,Posting Date,Job Type
Paytm,Jaipur,Product Manager,"Node.js, Express, MongoDB",NA,Mid-level,7-12 LPA,31-05-2023,Contract
Deloitte,Lucknow,Data Analyst,"AWS, Azure, Docker",NA,Mid-level,7-12 LPA,18-12-2024,Internship
Tech Mahindra,Nagpur,Data Scientist,"Python, NLP, AI models",NA,Senior,7-12 LPA,29-09-2023,Full-time
Swiggy,Pune,Product Manager,"SQL, Power BI, Excel",NA,Entry-level,10-15 LPA,28-03-2024,Internship
HCL Technologies,Mumbai,Frontend Developer,"Go, Kubernetes, Docker",NA,Senior,4-6 LPA,16-07-2024,Full-time
Infosys,Chennai,Frontend Developer,"AWS, Azure, Docker",NA,Senior,10-15 LPA,10-03-2025,Contract
Zomato,Noida,Software Engineer,"Java, Spring Boot, Microservices",NA,Entry-level,20-30 LPA,26-12-2024,Full-time
Paytm,Gurgaon,Full Stack Developer,"React, Node.js, SQL",NA,Senior,3-5 LPA,27-08-2023,Internship
IBM,Gurgaon,Frontend Developer,"SQL, Excel, Data Visualization",NA,Mid-level,15-20 LPA,18-08-2023,Contract
Amazon,Kolkata,Backend Developer,"Python, ML, TensorFlow",NA,Senior,6-10 LPA,24-09-2024,Internship
Tata Consultancy Services,Bhopal,Data Analyst,"Go, Kubernetes, Docker",NA,Senior,3-5 LPA,19-02-2024,Contract
Deloitte,Ahmedabad,Backend Developer,"Ruby on Rails, PostgreSQL",NA,Senior,6-10 LPA,02-06-2023,Contract
Paytm,Ahmedabad,Cloud Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,15-20 LPA,29-09-2023,Internship
Capgemini,Gurgaon,Product Manager,"AWS, Azure, Docker",NA,Senior,3-5 LPA,20-12-2023,Contract
Swiggy,Kolkata,Data Scientist,"Java, Spring Boot, Microservices",NA,Senior,5-8 LPA,05-04-2024,Full-time
Google,Indore,Cybersecurity Analyst,"Java, Spring Boot, Microservices",NA,Senior,3-5 LPA,28-07-2024,Contract
Flipkart,Ahmedabad,Cloud Engineer,"Python, NLP, AI models",NA,Mid-level,18-25 LPA,13-11-2024,Contract
Capgemini,Kolkata,DevOps Engineer,"Python, ML, TensorFlow",NA,Entry-level,15-20 LPA,16-09-2023,Part-time
Paytm,Jaipur,Data Analyst,"AWS, Azure, Docker",NA,Entry-level,15-20 LPA,08-06-2024,Internship
Paytm,Pune,ML Engineer,"Python, NLP, AI models",NA,Mid-level,18-25 LPA,06-04-2024,Contract
IBM,Noida,Business Analyst,"Ruby on Rails, PostgreSQL",NA,Entry-level,18-25 LPA,18-08-2024,Full-time
Byju's,Pune,Business Analyst,"React, Node.js, SQL",NA,Entry-level,3-5 LPA,04-10-2023,Contract
Deloitte,Indore,Full Stack Developer,"Node.js, Express, MongoDB",NA,Entry-level,20-30 LPA,18-03-2023,Internship
Deloitte,Pune,Backend Developer,"Python, NLP, AI models",NA,Senior,18-25 LPA,19-11-2023,Part-time
Microsoft,Gurgaon,Data Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,10-15 LPA,02-08-2023,Internship
Deloitte,Nagpur,Product Manager,"Java, Spring Boot, Microservices",NA,Entry-level,6-10 LPA,11-05-2024,Part-time
Wipro,Noida,DevOps Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,4-6 LPA,12-06-2023,Part-time
Tata Consultancy Services,Pune,Data Analyst,"HTML, CSS, JavaScript",NA,Senior,10-15 LPA,05-11-2023,Internship
Cognizant,Chennai,Full Stack Developer,"Go, Kubernetes, Docker",NA,Entry-level,5-8 LPA,01-01-2023,Internship
Capgemini,Surat,Business Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,4-6 LPA,20-10-2024,Part-time
Deloitte,Ahmedabad,Software Engineer,"AWS, Azure, Docker",NA,Mid-level,20-30 LPA,23-04-2024,Part-time
Amazon,Chennai,Backend Developer,"Java, Spring Boot, Microservices",NA,Senior,18-25 LPA,02-04-2024,Contract
IBM,Chennai,Cloud Engineer,"Go, Kubernetes, Docker",NA,Entry-level,4-6 LPA,28-08-2023,Part-time
IBM,Bhopal,Backend Developer,"Python, NLP, AI models",NA,Senior,10-15 LPA,24-04-2024,Contract
Swiggy,Mumbai,Cloud Engineer,"Python, NLP, AI models",NA,Entry-level,6-10 LPA,30-12-2023,Internship
Cognizant,Indore,Frontend Developer,"HTML, CSS, JavaScript",NA,Mid-level,5-8 LPA,24-12-2023,Part-time
Swiggy,Kolkata,Full Stack Developer,"CI/CD, Jenkins, Kubernetes",NA,Senior,10-15 LPA,16-09-2023,Part-time
Tata Consultancy Services,Noida,Frontend Developer,"Node.js, Express, MongoDB",NA,Entry-level,5-8 LPA,28-12-2023,Part-time
Flipkart,Jaipur,Data Scientist,"SQL, Power BI, Excel",NA,Senior,6-10 LPA,27-04-2024,Part-time
Oracle,Bhopal,Software Engineer,"SQL, Excel, Data Visualization",NA,Senior,20-30 LPA,26-12-2023,Contract
Byju's,Chennai,Data Analyst,"SQL, Power BI, Excel",NA,Entry-level,6-10 LPA,17-09-2024,Part-time
Google,Lucknow,Cybersecurity Analyst,"Go, Kubernetes, Docker",NA,Mid-level,3-5 LPA,22-08-2024,Internship
Zomato,Gurgaon,Frontend Developer,"AWS, Azure, Docker",NA,Entry-level,6-10 LPA,30-05-2024,Full-time
Zomato,Surat,Business Analyst,"HTML, CSS, JavaScript",NA,Senior,10-15 LPA,14-03-2025,Contract
HCL Technologies,Gurgaon,Frontend Developer,"React, Node.js, SQL",NA,Mid-level,15-20 LPA,10-05-2024,Full-time
Amazon,Mumbai,DevOps Engineer,"Java, Spring Boot, Microservices",NA,Mid-level,7-12 LPA,05-06-2024,Part-time
Accenture,Bangalore,Cybersecurity Analyst,"AWS, Azure, Docker",NA,Mid-level,10-15 LPA,03-11-2024,Part-time
Swiggy,Indore,Software Engineer,"React, Node.js, SQL",NA,Senior,7-12 LPA,16-01-2023,Contract
Byju's,Kolkata,Business Analyst,"AWS, Azure, Docker",NA,Senior,3-5 LPA,12-10-2023,Internship
Byju's,Ahmedabad,Product Manager,"React, Node.js, SQL",NA,Mid-level,5-8 LPA,25-11-2023,Internship
Paytm,Hyderabad,Product Manager,"Go, Kubernetes, Docker",NA,Senior,7-12 LPA,12-08-2023,Full-time
Paytm,Mumbai,Cloud Engineer,"AWS, Azure, Docker",NA,Mid-level,15-20 LPA,11-10-2023,Full-time
Infosys,Mumbai,Business Analyst,"Ruby on Rails, PostgreSQL",NA,Entry-level,5-8 LPA,18-01-2025,Internship
Swiggy,Mumbai,Software Engineer,"Ruby on Rails, PostgreSQL",NA,Senior,3-5 LPA,10-03-2024,Contract
Byju's,Mumbai,ML Engineer,"Node.js, Express, MongoDB",NA,Mid-level,7-12 LPA,29-05-2024,Internship
IBM,Bhopal,Cloud Engineer,"Node.js, Express, MongoDB",NA,Mid-level,18-25 LPA,14-05-2024,Full-time
Google,Chennai,Frontend Developer,"Go, Kubernetes, Docker",NA,Entry-level,3-5 LPA,03-11-2023,Full-time
Microsoft,Jaipur,Cybersecurity Analyst,"Go, Kubernetes, Docker",NA,Senior,5-8 LPA,18-01-2025,Contract
Flipkart,Chennai,Full Stack Developer,"SQL, Power BI, Excel",NA,Senior,15-20 LPA,01-04-2024,Internship
Flipkart,Gurgaon,DevOps Engineer,"Python, ML, TensorFlow",NA,Senior,15-20 LPA,12-11-2023,Contract
Tata Consultancy Services,Indore,DevOps Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,4-6 LPA,21-10-2023,Full-time
Accenture,Nagpur,DevOps Engineer,"Python, NLP, AI models",NA,Senior,7-12 LPA,06-01-2024,Part-time
Capgemini,Chennai,Business Analyst,"Python, NLP, AI models",NA,Mid-level,4-6 LPA,16-02-2024,Full-time
Swiggy,Ahmedabad,Full Stack Developer,"Python, ML, TensorFlow",NA,Senior,15-20 LPA,04-04-2024,Full-time
Swiggy,Mumbai,Data Analyst,"AWS, Azure, Docker",NA,Senior,5-8 LPA,20-09-2023,Full-time
Paytm,Coimbatore,Cybersecurity Analyst,"Ruby on Rails, PostgreSQL",NA,Entry-level,15-20 LPA,08-09-2023,Part-time
Swiggy,Coimbatore,Backend Developer,"SQL, Excel, Data Visualization",NA,Senior,3-5 LPA,13-11-2023,Full-time
Oracle,Indore,Product Manager,"React, Node.js, SQL",NA,Entry-level,4-6 LPA,31-07-2023,Contract
Microsoft,Mumbai,Full Stack Developer,"Ruby on Rails, PostgreSQL",NA,Senior,4-6 LPA,26-01-2023,Internship
Tata Consultancy Services,Mumbai,Data Scientist,"Python, NLP, AI models",NA,Mid-level,6-10 LPA,15-02-2023,Part-time
Flipkart,Lucknow,Product Manager,"Java, Spring Boot, Microservices",NA,Senior,20-30 LPA,19-10-2023,Internship
Tech Mahindra,Indore,Software Engineer,"React, Node.js, SQL",NA,Mid-level,7-12 LPA,26-04-2024,Full-time
Byju's,Mumbai,Cloud Engineer,"Ruby on Rails, PostgreSQL",NA,Senior,20-30 LPA,25-06-2024,Internship
Flipkart,Surat,DevOps Engineer,"AWS, Azure, Docker",NA,Senior,18-25 LPA,09-01-2024,Contract
Infosys,Surat,Business Analyst,"AWS, Azure, Docker",NA,Mid-level,15-20 LPA,07-09-2024,Contract
Wipro,Nagpur,Cloud Engineer,"HTML, CSS, JavaScript",NA,Mid-level,18-25 LPA,24-06-2023,Full-time
Wipro,Gurgaon,ML Engineer,"Ruby on Rails, PostgreSQL",NA,Senior,15-20 LPA,17-02-2025,Full-time
Microsoft,Lucknow,Frontend Developer,"Java, Spring Boot, Microservices",NA,Mid-level,7-12 LPA,23-03-2023,Internship
Oracle,Noida,Business Analyst,"AWS, Azure, Docker",NA,Mid-level,15-20 LPA,24-05-2023,Part-time
Google,Mumbai,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Senior,20-30 LPA,30-01-2023,Part-time
PhonePe,Bhopal,Frontend Developer,"Go, Kubernetes, Docker",NA,Entry-level,15-20 LPA,06-03-2023,Internship
Microsoft,Lucknow,Data Analyst,"Go, Kubernetes, Docker",NA,Senior,7-12 LPA,07-09-2023,Internship
Deloitte,Coimbatore,Frontend Developer,"Java, Spring Boot, Microservices",NA,Entry-level,7-12 LPA,31-08-2024,Full-time
Byju's,Pune,Cybersecurity Analyst,"AWS, Azure, Docker",NA,Senior,7-12 LPA,21-05-2023,Part-time
Infosys,Chennai,DevOps Engineer,"SQL, Power BI, Excel",NA,Mid-level,18-25 LPA,01-12-2024,Contract
Capgemini,Gurgaon,Cybersecurity Analyst,"AWS, Azure, Docker",NA,Mid-level,7-12 LPA,14-01-2025,Internship
Flipkart,Kolkata,Frontend Developer,"Ruby on Rails, PostgreSQL",NA,Senior,4-6 LPA,08-02-2024,Full-time
Flipkart,Gurgaon,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Senior,4-6 LPA,29-03-2023,Part-time
Zomato,Kolkata,Frontend Developer,"SQL, Excel, Data Visualization",NA,Entry-level,15-20 LPA,01-07-2024,Contract
Flipkart,Nagpur,Data Scientist,"Python, ML, TensorFlow",NA,Entry-level,10-15 LPA,17-05-2023,Contract
Accenture,Indore,ML Engineer,"Ruby on Rails, PostgreSQL",NA,Senior,6-10 LPA,27-10-2024,Part-time
Paytm,Pune,DevOps Engineer,"Node.js, Express, MongoDB",NA,Entry-level,18-25 LPA,18-12-2024,Part-time
Microsoft,Nagpur,DevOps Engineer,"React, Node.js, SQL",NA,Entry-level,18-25 LPA,10-03-2025,Full-time
Infosys,Noida,Business Analyst,"SQL, Power BI, Excel",NA,Mid-level,3-5 LPA,14-04-2023,Contract
Accenture,Bhopal,Frontend Developer,"Node.js, Express, MongoDB",NA,Mid-level,10-15 LPA,27-03-2024,Full-time
Swiggy,Bangalore,Data Scientist,"SQL, Excel, Data Visualization",NA,Senior,3-5 LPA,19-02-2024,Part-time
Microsoft,Mumbai,Data Analyst,"AWS, Azure, Docker",NA,Entry-level,7-12 LPA,15-03-2023,Internship
Oracle,Lucknow,Data Scientist,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,6-10 LPA,05-04-2023,Contract
Flipkart,Coimbatore,Backend Developer,"SQL, Power BI, Excel",NA,Senior,3-5 LPA,31-12-2023,Internship
Oracle,Noida,DevOps Engineer,"Ruby on Rails, PostgreSQL",NA,Senior,4-6 LPA,19-03-2025,Contract
Zomato,Bangalore,Data Analyst,"SQL, Excel, Data Visualization",NA,Entry-level,20-30 LPA,16-01-2024,Internship
Microsoft,Indore,Cybersecurity Analyst,"AWS, Azure, Docker",NA,Senior,7-12 LPA,02-04-2023,Full-time
Swiggy,Bangalore,DevOps Engineer,"React, Node.js, SQL",NA,Mid-level,15-20 LPA,25-11-2023,Part-time
Google,Mumbai,Data Scientist,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,15-20 LPA,27-02-2025,Internship
Flipkart,Nagpur,Product Manager,"CI/CD, Jenkins, Kubernetes",NA,Senior,10-15 LPA,02-07-2023,Contract
Tata Consultancy Services,Mumbai,Backend Developer,"SQL, Power BI, Excel",NA,Entry-level,18-25 LPA,17-09-2024,Internship
Amazon,Kolkata,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Mid-level,3-5 LPA,13-12-2023,Part-time
Wipro,Noida,Business Analyst,"Python, NLP, AI models",NA,Senior,20-30 LPA,21-02-2023,Internship
Amazon,Jaipur,Software Engineer,"AWS, Azure, Docker",NA,Entry-level,20-30 LPA,05-10-2024,Full-time
Accenture,Gurgaon,DevOps Engineer,"AWS, Azure, Docker",NA,Senior,7-12 LPA,25-11-2023,Contract
Cognizant,Bangalore,DevOps Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,4-6 LPA,22-02-2025,Contract
Flipkart,Surat,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Senior,10-15 LPA,02-12-2024,Full-time
Google,Mumbai,Cloud Engineer,"Go, Kubernetes, Docker",NA,Mid-level,15-20 LPA,03-12-2023,Part-time
Accenture,Bangalore,Data Scientist,"SQL, Excel, Data Visualization",NA,Senior,20-30 LPA,13-11-2024,Part-time
Amazon,Ahmedabad,Data Scientist,"AWS, Azure, Docker",NA,Entry-level,20-30 LPA,07-06-2023,Contract
HCL Technologies,Coimbatore,ML Engineer,"Python, ML, TensorFlow",NA,Mid-level,7-12 LPA,02-02-2025,Contract
Deloitte,Pune,Frontend Developer,"Java, Spring Boot, Microservices",NA,Senior,7-12 LPA,19-06-2024,Full-time
HCL Technologies,Mumbai,Product Manager,"Java, Spring Boot, Microservices",NA,Senior,7-12 LPA,05-09-2023,Full-time
Google,Lucknow,ML Engineer,"React, Node.js, SQL",NA,Entry-level,15-20 LPA,07-07-2024,Internship
Oracle,Kolkata,Cloud Engineer,"Python, ML, TensorFlow",NA,Entry-level,18-25 LPA,19-07-2024,Contract
Byju's,Coimbatore,Cloud Engineer,"React, Node.js, SQL",NA,Senior,7-12 LPA,10-06-2023,Full-time
PhonePe,Kolkata,Product Manager,"Node.js, Express, MongoDB",NA,Senior,15-20 LPA,27-07-2023,Part-time
Tata Consultancy Services,Kolkata,Business Analyst,"Java, Spring Boot, Microservices",NA,Senior,20-30 LPA,29-10-2023,Contract
Paytm,Indore,Business Analyst,"AWS, Azure, Docker",NA,Mid-level,3-5 LPA,16-12-2023,Internship
Byju's,Ahmedabad,Software Engineer,"Python, ML, TensorFlow",NA,Mid-level,3-5 LPA,02-08-2024,Part-time
Swiggy,Gurgaon,ML Engineer,"React, Node.js, SQL",NA,Entry-level,15-20 LPA,19-02-2024,Internship
Paytm,Indore,Product Manager,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,3-5 LPA,13-01-2025,Part-time
Flipkart,Gurgaon,Backend Developer,"Ruby on Rails, PostgreSQL",NA,Mid-level,10-15 LPA,27-02-2025,Contract
Google,Indore,ML Engineer,"AWS, Azure, Docker",NA,Senior,15-20 LPA,03-05-2024,Full-time
Cognizant,Lucknow,Cybersecurity Analyst,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,5-8 LPA,18-06-2024,Contract
Infosys,Bangalore,Full Stack Developer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,15-20 LPA,22-04-2023,Contract
Tech Mahindra,Jaipur,Full Stack Developer,"Python, NLP, AI models",NA,Senior,6-10 LPA,21-01-2024,Internship
Deloitte,Mumbai,Cybersecurity Analyst,"Ruby on Rails, PostgreSQL",NA,Senior,5-8 LPA,01-04-2024,Contract
Capgemini,Kolkata,Frontend Developer,"AWS, Azure, Docker",NA,Senior,10-15 LPA,04-09-2024,Contract
Cognizant,Indore,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Senior,20-30 LPA,28-04-2024,Internship
Byju's,Hyderabad,Software Engineer,"Java, Spring Boot, Microservices",NA,Mid-level,10-15 LPA,16-07-2024,Internship
IBM,Chennai,Backend Developer,"Java, Spring Boot, Microservices",NA,Senior,7-12 LPA,22-02-2025,Contract
Zomato,Ahmedabad,Frontend Developer,"Ruby on Rails, PostgreSQL",NA,Entry-level,5-8 LPA,25-09-2024,Contract
Infosys,Bhopal,Data Analyst,"Python, NLP, AI models",NA,Senior,5-8 LPA,25-06-2023,Full-time
Microsoft,Hyderabad,Cloud Engineer,"Python, ML, TensorFlow",NA,Entry-level,4-6 LPA,29-10-2023,Full-time
Tech Mahindra,Mumbai,Product Manager,"Python, NLP, AI models",NA,Senior,7-12 LPA,16-05-2024,Internship
HCL Technologies,Pune,Data Scientist,"AWS, Azure, Docker",NA,Entry-level,10-15 LPA,25-01-2023,Contract
HCL Technologies,Noida,Cloud Engineer,"React, Node.js, SQL",NA,Senior,3-5 LPA,08-10-2024,Part-time
Zomato,Noida,Backend Developer,"CI/CD, Jenkins, Kubernetes",NA,Senior,15-20 LPA,08-04-2024,Full-time
Amazon,Ahmedabad,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Senior,4-6 LPA,28-01-2025,Part-time
Paytm,Kolkata,Data Scientist,"HTML, CSS, JavaScript",NA,Senior,5-8 LPA,13-08-2023,Part-time
Cognizant,Bhopal,ML Engineer,"Python, NLP, AI models",NA,Senior,5-8 LPA,25-04-2023,Contract
HCL Technologies,Chennai,Data Analyst,"Python, NLP, AI models",NA,Mid-level,3-5 LPA,22-08-2023,Full-time
Cognizant,Jaipur,Backend Developer,"AWS, Azure, Docker",NA,Entry-level,6-10 LPA,13-03-2024,Internship
HCL Technologies,Kolkata,Software Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,10-15 LPA,23-01-2025,Full-time
Byju's,Chennai,Frontend Developer,"Go, Kubernetes, Docker",NA,Entry-level,5-8 LPA,08-08-2024,Part-time
Accenture,Surat,Cloud Engineer,"Go, Kubernetes, Docker",NA,Entry-level,10-15 LPA,18-05-2023,Part-time
Byju's,Kolkata,Data Analyst,"Java, Spring Boot, Microservices",NA,Senior,20-30 LPA,24-03-2023,Part-time
Amazon,Hyderabad,Data Analyst,"Java, Spring Boot, Microservices",NA,Senior,20-30 LPA,19-03-2023,Internship
Microsoft,Kolkata,Data Scientist,"SQL, Power BI, Excel",NA,Senior,20-30 LPA,02-12-2024,Internship
Deloitte,Noida,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Entry-level,3-5 LPA,07-05-2023,Contract
Microsoft,Indore,ML Engineer,"React, Node.js, SQL",NA,Mid-level,10-15 LPA,20-09-2023,Internship
HCL Technologies,Coimbatore,Frontend Developer,"CI/CD, Jenkins, Kubernetes",NA,Senior,5-8 LPA,10-08-2024,Part-time
Google,Nagpur,Business Analyst,"Python, NLP, AI models",NA,Entry-level,6-10 LPA,10-06-2023,Contract
Tech Mahindra,Nagpur,Data Scientist,"SQL, Power BI, Excel",NA,Senior,5-8 LPA,18-02-2023,Contract
Tata Consultancy Services,Bangalore,Data Analyst,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,6-10 LPA,23-01-2024,Contract
Wipro,Indore,Software Engineer,"React, Node.js, SQL",NA,Mid-level,7-12 LPA,14-02-2025,Full-time
Zomato,Surat,Data Analyst,"Python, NLP, AI models",NA,Senior,7-12 LPA,30-08-2024,Contract
Cognizant,Nagpur,Cloud Engineer,"Ruby on Rails, PostgreSQL",NA,Senior,5-8 LPA,04-09-2024,Full-time
PhonePe,Lucknow,Frontend Developer,"AWS, Azure, Docker",NA,Senior,4-6 LPA,23-02-2024,Full-time
Infosys,Pune,Software Engineer,"SQL, Power BI, Excel",NA,Mid-level,5-8 LPA,15-02-2025,Part-time
IBM,Surat,ML Engineer,"SQL, Excel, Data Visualization",NA,Senior,4-6 LPA,16-12-2023,Internship
IBM,Indore,Cloud Engineer,"SQL, Power BI, Excel",NA,Senior,10-15 LPA,27-07-2024,Internship
HCL Technologies,Bangalore,Cybersecurity Analyst,"React, Node.js, SQL",NA,Entry-level,4-6 LPA,14-06-2024,Internship
Wipro,Ahmedabad,Data Analyst,"HTML, CSS, JavaScript",NA,Senior,20-30 LPA,23-10-2023,Internship
Capgemini,Jaipur,Product Manager,"Java, Spring Boot, Microservices",NA,Mid-level,7-12 LPA,06-12-2024,Contract
PhonePe,Noida,DevOps Engineer,"Go, Kubernetes, Docker",NA,Senior,5-8 LPA,09-04-2024,Part-time
Oracle,Jaipur,Product Manager,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,3-5 LPA,22-03-2024,Full-time
Wipro,Kolkata,Data Analyst,"Python, NLP, AI models",NA,Entry-level,15-20 LPA,10-11-2023,Internship
Capgemini,Chennai,Product Manager,"Go, Kubernetes, Docker",NA,Senior,18-25 LPA,21-11-2024,Contract
Paytm,Nagpur,Software Engineer,"CI/CD, Jenkins, Kubernetes",NA,Senior,3-5 LPA,12-11-2024,Full-time
Flipkart,Nagpur,Product Manager,"Ruby on Rails, PostgreSQL",NA,Entry-level,6-10 LPA,17-07-2023,Internship
Capgemini,Surat,Cybersecurity Analyst,"Go, Kubernetes, Docker",NA,Mid-level,5-8 LPA,31-01-2024,Internship
Microsoft,Surat,Product Manager,"React, Node.js, SQL",NA,Mid-level,3-5 LPA,13-08-2024,Full-time
Capgemini,Gurgaon,Cybersecurity Analyst,"Go, Kubernetes, Docker",NA,Mid-level,18-25 LPA,05-03-2024,Part-time
HCL Technologies,Kolkata,Data Scientist,"HTML, CSS, JavaScript",NA,Mid-level,5-8 LPA,17-01-2024,Full-time
Deloitte,Noida,Data Scientist,"Java, Spring Boot, Microservices",NA,Senior,15-20 LPA,03-09-2023,Part-time
Byju's,Bangalore,Frontend Developer,"Java, Spring Boot, Microservices",NA,Entry-level,20-30 LPA,27-11-2023,Part-time
PhonePe,Chennai,Software Engineer,"Go, Kubernetes, Docker",NA,Senior,3-5 LPA,25-11-2024,Part-time
IBM,Pune,Frontend Developer,"SQL, Excel, Data Visualization",NA,Senior,10-15 LPA,06-11-2023,Part-time
Flipkart,Lucknow,ML Engineer,"Java, Spring Boot, Microservices",NA,Mid-level,6-10 LPA,26-08-2024,Part-time
Amazon,Mumbai,Business Analyst,"SQL, Power BI, Excel",NA,Mid-level,15-20 LPA,23-09-2023,Internship
Infosys,Kolkata,Frontend Developer,"Ruby on Rails, PostgreSQL",NA,Entry-level,3-5 LPA,20-07-2024,Contract
Accenture,Hyderabad,Backend Developer,"Go, Kubernetes, Docker",NA,Mid-level,20-30 LPA,23-09-2023,Contract
Zomato,Ahmedabad,Cybersecurity Analyst,"SQL, Excel, Data Visualization",NA,Senior,15-20 LPA,06-12-2023,Full-time
Oracle,Bhopal,Business Analyst,"Java, Spring Boot, Microservices",NA,Senior,10-15 LPA,22-08-2023,Part-time
Tata Consultancy Services,Indore,Product Manager,"HTML, CSS, JavaScript",NA,Mid-level,15-20 LPA,25-03-2024,Full-time
Tech Mahindra,Ahmedabad,ML Engineer,"CI/CD, Jenkins, Kubernetes",NA,Senior,4-6 LPA,31-03-2023,Full-time
Flipkart,Mumbai,Product Manager,"Python, NLP, AI models",NA,Senior,15-20 LPA,27-04-2023,Contract
Tata Consultancy Services,Mumbai,Software Engineer,"Python, ML, TensorFlow",NA,Entry-level,5-8 LPA,05-08-2024,Contract
Swiggy,Pune,Cybersecurity Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,15-20 LPA,16-03-2025,Contract
Zomato,Lucknow,DevOps Engineer,"Java, Spring Boot, Microservices",NA,Mid-level,3-5 LPA,16-02-2024,Full-time
Capgemini,Indore,DevOps Engineer,"Java, Spring Boot, Microservices",NA,Entry-level,7-12 LPA,25-06-2023,Contract
IBM,Jaipur,DevOps Engineer,"React, Node.js, SQL",NA,Entry-level,6-10 LPA,17-04-2024,Full-time
Paytm,Surat,Product Manager,"Python, ML, TensorFlow",NA,Entry-level,3-5 LPA,23-11-2024,Part-time
Zomato,Hyderabad,Frontend Developer,"AWS, Azure, Docker",NA,Mid-level,15-20 LPA,13-09-2023,Full-time
Flipkart,Pune,ML Engineer,"Node.js, Express, MongoDB",NA,Mid-level,6-10 LPA,19-03-2024,Full-time
Flipkart,Hyderabad,ML Engineer,"Go, Kubernetes, Docker",NA,Senior,20-30 LPA,10-01-2024,Part-time
Swiggy,Pune,Cybersecurity Analyst,"AWS, Azure, Docker",NA,Senior,10-15 LPA,26-01-2025,Contract
Zomato,Hyderabad,Product Manager,"React, Node.js, SQL",NA,Senior,4-6 LPA,12-04-2024,Full-time
Amazon,Mumbai,DevOps Engineer,"HTML, CSS, JavaScript",NA,Senior,5-8 LPA,15-07-2024,Part-time
Google,Gurgaon,Data Analyst,"SQL, Power BI, Excel",NA,Entry-level,15-20 LPA,17-01-2024,Part-time
Byju's,Bangalore,Backend Developer,"Python, ML, TensorFlow",NA,Senior,15-20 LPA,06-09-2024,Full-time
Amazon,Gurgaon,Cybersecurity Analyst,"Python, NLP, AI models",NA,Senior,15-20 LPA,29-08-2023,Part-time
Google,Hyderabad,Frontend Developer,"Java, Spring Boot, Microservices",NA,Mid-level,3-5 LPA,19-03-2025,Contract
Accenture,Lucknow,Frontend Developer,"Node.js, Express, MongoDB",NA,Senior,4-6 LPA,03-01-2024,Part-time
Swiggy,Surat,Cloud Engineer,"Python, ML, TensorFlow",NA,Senior,20-30 LPA,06-10-2024,Full-time
Oracle,Jaipur,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Senior,15-20 LPA,22-10-2023,Internship
Microsoft,Nagpur,Data Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,20-30 LPA,28-05-2023,Internship
